x,y,z,heading1,heading2,heading3
0.03265639,-0.1690411,-0.436237,169.0659,201.1813,274.2811,2.569998
0.01070134,-0.1762889,-0.4288093,176.5262,202.3482,271.4296,2.579998
-0.01134083,-0.1766828,-0.4258552,183.6726,202.5331,268.4745,2.589998
-0.02432218,-0.175895,-0.4435802,187.8728,201.6301,266.8615,2.599998
-0.04287942,-0.1584059,-0.440626,195.1466,199.7736,264.4418,2.609998
-0.07380816,-0.1477706,-0.4414701,206.5411,198.5066,260.5087,2.619998
-0.09881251,-0.1245305,-0.4418921,218.4313,195.7385,257.3953,2.629998
-0.1049111,-0.1203552,-0.4473785,221.078,195.0574,256.8025,2.639998
-0.1279988,-0.09538198,-0.4478005,233.3073,192.0244,254.048,2.649998
-0.112578,-0.09656368,-0.4469564,229.3787,192.1912,255.8626,2.659998
-0.1354042,-0.05047747,-0.4490666,249.555,186.4134,253.2207,2.669998
-0.1319193,-0.04023608,-0.4486445,253.038,185.1248,253.6146,2.679998
-0.1596245,-0.0120329,-0.4518519,265.6891,181.5255,250.5434,2.689998
-0.1591889,0.02609655,-0.45354,279.3099,176.7068,250.6593,2.699998
-0.1628481,0.03145358,-0.4490666,280.9319,175.9934,250.0675,2.709998
-0.1724316,0.0568207,-0.4684798,288.2384,173.0845,249.7931,2.719998
-0.1685111,0.08344829,-0.4539621,296.3451,169.584,249.635,2.729998
-0.1539615,0.08754483,-0.4598704,299.6232,169.2216,251.4898,2.739998
-0.1336618,0.1181114,-0.4613053,311.4657,165.6386,253.8412,2.749998
-0.1358399,0.139382,-0.4716872,315.7374,163.5378,253.9343,2.759998
-0.1077862,0.1556894,-0.4581823,325.3045,161.2323,256.762,2.769998
-0.1217259,0.1742027,-0.4564942,325.0557,159.1127,255.0693,2.779998
-0.1130136,0.1868075,-0.4608833,328.8272,157.9361,256.2223,2.789998
-0.08164925,0.1994122,-0.4452683,337.7334,155.8749,259.6091,2.799998
-0.0803424,0.2055571,-0.4391912,338.6519,154.9187,259.6334,2.809998
-0.05960708,0.2161923,-0.4448463,344.5858,154.0806,262.3681,2.819998
-0.05072051,0.2179255,-0.4391912,346.8981,153.6095,263.4123,2.829998
-0.0367808,0.2256459,-0.4391912,350.7421,152.807,265.2128,2.839998
-0.01648109,0.2415595,-0.4414701,356.0969,151.3138,267.862,2.849998
-0.02345095,0.2301364,-0.4440022,354.1816,152.6013,266.9766,2.859998
-0.01177644,0.2324998,-0.4418921,357.1004,152.2491,268.4734,2.869998
-0.02083725,0.2327361,-0.436659,354.8839,151.9427,267.2679,2.879998
-0.0195304,0.2380144,-0.4294846,355.3091,151.0054,267.3963,2.889998
-0.009598361,0.2407717,-0.4391912,357.7171,151.2677,268.748,2.899998
-0.003935354,0.244947,-0.4505859,359.0796,151.4707,269.4996,2.909998
-0.01003398,0.23959,-0.4383471,357.6019,151.34,268.6887,2.919998
-0.01177644,0.2391961,-0.439782,357.1814,151.4584,268.4661,2.929998
-0.008291513,0.2347056,-0.4486445,357.9767,152.384,268.9412,2.939998
-0.01778794,0.237069,-0.4444243,355.709,151.9232,267.708,2.949998
-0.04113696,0.225252,-0.4482225,349.6503,153.3184,264.7562,2.959998
-0.03983011,0.2411656,-0.4448463,350.6219,151.5364,264.8836,2.969998
-0.05917146,0.2236764,-0.4431582,345.1824,153.2184,262.3947,2.979998
-0.0657057,0.2130411,-0.4556502,342.8593,154.9414,261.7944,2.989998
-0.07075884,0.1781417,-0.4556502,338.3368,158.6464,261.1729,2.999998
-0.07859993,0.1860197,-0.4465344,337.0942,157.3841,260.017,3.009998
-0.1208547,0.14726,-0.4418921,320.6246,161.5694,254.704,3.019998
-0.1543971,0.127565,-0.439782,309.564,163.8244,250.655,3.029998
-0.1461204,0.1271711,-0.4486445,311.0336,164.1743,251.9599,3.039998
-0.1618026,0.09250797,-0.471012,299.7581,168.8884,251.0413,3.049998
-0.166333,0.06548648,-0.4725313,291.4899,172.1098,250.6077,3.059998
-0.166333,0.06296553,-0.4543841,290.7342,172.1106,249.8942,3.069998
-0.1565752,0.03751963,-0.4499106,283.4755,175.2329,250.8114,3.079998
-0.1654618,0.03318674,-0.45354,281.3414,175.815,249.9569,3.089998
-0.1698179,0.0007294379,-0.4564942,270.2461,179.9084,249.5946,3.099998
-0.1393248,-0.009511944,-0.4478005,266.0944,181.2169,252.7175,3.109998
-0.1624125,-0.03290956,-0.4581823,258.5453,184.1083,250.4821,3.119998
-0.1461204,-0.0659971,-0.4552282,245.6931,188.249,252.2043,3.129997
-0.1375823,-0.07096023,-0.4444243,242.7169,189.0717,252.7988,3.139997
-0.1031687,-0.1010541,-0.4452683,225.5932,192.7867,256.9548,3.149997
-0.09707005,-0.1085382,-0.4518519,221.8075,193.507,257.8756,3.159997
-0.07598624,-0.1298088,-0.4510079,210.3435,196.0569,260.4366,3.169997
-0.0803424,-0.1465889,-0.4465344,208.7263,198.174,259.8002,3.179997
-0.05115613,-0.1546244,-0.4379251,198.3064,199.4473,263.3372,3.189997
-0.015,-0.1530488,-0.4337049,185.5976,199.4373,268.0192,3.199997
0.02072051,-0.1510793,-0.435393,172.1906,199.1365,272.7247,3.209997
0.03004269,-0.1648658,-0.43936,169.6726,200.5681,273.9117,3.219997
0.04163007,-0.1617146,-0.4505859,165.5638,199.743,275.2786,3.229997
0.08344921,-0.1607692,-0.4345489,152.5679,200.3029,280.8705,3.239997
0.1209122,-0.1576181,-0.43936,142.5074,199.7352,285.387,3.249997
0.1270108,-0.144383,-0.435815,138.6626,198.3297,286.2479,3.259997
0.154019,-0.1325661,-0.4311727,130.719,197.0903,289.6572,3.269997
0.1910464,-0.1203552,-0.4254331,122.2101,195.7962,294.1831,3.279997
0.204986,-0.1135013,-0.4275433,118.9734,194.8676,295.6154,3.289997
0.2319942,-0.1006602,-0.4186807,113.4556,193.5186,298.9912,3.299997
0.2319942,-0.0839589,-0.4109154,109.8952,191.5478,299.4482,3.309997
0.2583055,-0.06150664,-0.4176678,103.3936,188.3773,301.7346,3.319997
0.2672792,-0.0268435,-0.4250111,95.73512,183.614,302.1648,3.329997
0.2607449,-0.0128207,-0.4147137,92.81493,181.7707,302.159,3.339997
0.2698929,0.01750955,-0.4164018,86.28809,177.5921,302.9495,3.349997
